Weekly Summary;;;;;;;;;
Day;Date;;KiloCalories;Fat;Carbohydrate;Protein;Salt;Fibre;Activity
pijnboompitten;2026-02-24;18;126;12;1;3;0;1;19
zonnebloem;2026-02-24;18;116;10;2;3;0;1;19
pompoenpit;2026-02-24;18;109;9;1;5;0;1;19
sesamzaad;2026-02-24;18;113;10;1;5;0;1;19
halvecitroensap_count;2026-02-24;1x;9;0;3;0;0;1;19
zwarte_bonen;2026-02-24;63;67;1;8;5;0;4;19
mandarijn;2026-02-24;1x;50;0;13;1;0;2;19
banaan;2026-02-24;1x;105;0;27;1;0;3;20
banaan;2026-02-24;1x;105;0;27;1;0;3;22
banaan;2026-02-24;1x;105;0;27;1;0;3;22
notenmix;2026-02-24;120;747;70;22;20;0;10;22
banaan;2026-02-24;1x;105;0;27;1;0;3;23
notenmix;2026-02-24;10;62;6;2;2;0;1;23
mandarijn;2026-02-24;1x;50;0;13;1;0;2;23
Wednesday;;;;;;;;;
oikos_natuur;2026-02-25;280;160;1;11;28;0;0;8
cacao;2026-02-25;5;17;1;1;1;0;2;8
appel;2026-02-25;1x;95;0;25;1;0;4;8
mandarijn;2026-02-25;1x;50;0;13;1;0;2;8
rijstkoek;2026-02-25;15.2;59;0;0;1;0;0;8
alpro_natuur;2026-02-25;200;84;5;0;8;0;2;8
erythritol;2026-02-25;6;1;0;6;0;0;0;8
notenmix;2026-02-25;10;62;6;2;2;0;1;8
alpro_natuur;2026-02-25;300;126;7;0;12;1;3;10
vanille_extract;2026-02-25;10;29;0;1;0;0;0;10
oikos_natuur;2026-02-25;480;274;1;19;48;0;0;12
banaan;2026-02-25;2x;210;1;54;3;0;6;12
erythritol;2026-02-25;13;3;0;13;0;0;0;12
cacao;2026-02-25;13;43;1;2;4;0;4;12
notenmix;2026-02-25;25;156;15;5;4;0;2;12
banaan;2026-02-25;1x;105;0;27;1;0;3;14
notenmix;2026-02-25;10;62;6;2;2;0;1;14
mandarijn;2026-02-25;1x;50;0;13;1;0;2;14
notenmix;2026-02-25;6;37;4;1;1;0;1;16
rijstkoek;2026-02-25;7.7;30;0;0;1;0;0;16
proteine;2026-02-25;71;266;1;3;53;1;6;17
cacao;2026-02-25;9;30;1;1;3;0;3;17
erythritol;2026-02-25;10;2;0;10;0;0;0;17
pijnboompitten;2026-02-25;15;105;10;1;2;0;1;19
zonnebloem;2026-02-25;14;91;8;2;3;0;1;19
pompoenpit;2026-02-25;15;91;7;1;5;0;1;19
sesamzaad;2026-02-25;26;164;14;2;7;0;1;19
olijfolie;2026-02-25;10;82;9;0;0;0;0;19
parmigiano;2026-02-25;26;105;8;0;8;0;0;19
gemengde_sla;2026-02-25;400;68;0;10;4;0;7;19
feta;2026-02-25;100;297;25;2;17;2;0;19
kerstomaat_count;2026-02-25;8x;32;0;7;2;0;2;19
olijf_count;2026-02-25;10x;50;4;2;0;1;1;19
zwarte_bonen;2026-02-25;63;67;1;8;5;0;4;19
banaan;2026-02-25;2x;210;1;54;3;0;6;21
mandarijn;2026-02-25;2x;100;1;26;2;0;3;21
mango;2026-02-25;1x;135;1;35;1;0;4;22
banaan;2026-02-25;1x;105;0;27;1;0;3;22
notenmix;2026-02-25;20;124;12;4;3;0;2;22
Thursday;;;;;;;;;
oikos_natuur;2026-02-26;480;274;1;19;48;0;0;8
banaan;2026-02-26;2x;210;1;54;3;0;6;8
cacao;2026-02-26;10;33;1;1;3;0;3;8
erythritol;2026-02-26;6;1;0;6;0;0;0;8
alpro_natuur;2026-02-26;500;210;12;0;20;1;5;12
banaan;2026-02-26;1x;105;0;27;1;0;3;12
rijstkoek;2026-02-26;15.4;60;0;0;1;0;0;12
appel;2026-02-26;1x;95;0;25;1;0;4;12
notenmix;2026-02-26;40;249;23;7;7;0;3;13
zalm_del_blik;2026-02-26;120;126;3;1;24;1;1;14
mango;2026-02-26;1x;135;1;35;1;0;4;15
rijstkoek;2026-02-26;7.7;30;0;0;1;0;0;16
chocolade;2026-02-26;50;268;15;30;4;0;2;18
notenmix;2026-02-26;50;311;29;9;8;0;4;18
halvecitroensap_count;2026-02-26;1x;9;0;3;0;0;1;19
pijnboompitten;2026-02-26;10;70;7;1;1;0;0;19
zonnebloem;2026-02-26;10;65;6;1;2;0;1;19
pompoenpit;2026-02-26;10;60;5;1;3;0;1;19
sesamzaad;2026-02-26;50;315;28;3;13;0;2;19
kikkererwten;2026-02-26;220;308;6;39;17;0;16;19
rucola;2026-02-26;20;7;0;1;1;0;0;19
parmigiano;2026-02-26;36;145;11;0;12;1;0;19
veldsla;2026-02-26;20;6;0;1;0;0;0;19
granaatappel_count;2026-02-26;0.5x;117;2;27;2;0;6;19
gemengde_sla;2026-02-26;200;34;0;5;2;0;4;19
olijf_count;2026-02-26;17x;85;7;3;1;1;2;19
banaan;2026-02-26;1x;105;0;27;1;0;3;22
appel;2026-02-26;1x;95;0;25;1;0;4;22
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
