Weekly Summary;;;;;;;;;
Day;Date;;KiloCalories;Fat;Carbohydrate;Protein;Salt;Fibre;Activity
cristal;2026-02-07;1x;98;0;8;0;0;0;21
borrelnootjes;2026-02-07;150;788;48;57;20;2;4;21
kroepoek;2026-02-07;50;240;12;30;1;1;1;21
appel;2026-02-07;1x;95;0;25;1;0;4;
Sunday;;;;;;;;;
pistolet_count;2026-02-08;1x;162;1;33;6;1;1;11
hollandsekaas_count;2026-02-08;1x;70;6;0;5;0;0;11
witte_worst_count;2026-02-08;1x;380;32;10;14;2;1;12
appel;2026-02-08;1x;95;0;25;1;0;4;13
mango;2026-02-08;1x;135;1;35;1;0;4;15
tomatensoep_2_count;2026-02-08;1x;108;6;13;3;0;4;19
halvecitroensap_count;2026-02-08;1x;9;0;3;0;0;1;19
pijnboompitten;2026-02-08;12;84;8;1;2;0;0;19
zonnebloem;2026-02-08;12;78;7;2;2;0;1;19
pompoenpit;2026-02-08;12;72;6;1;4;0;1;19
sesamzaad;2026-02-08;12;75;7;1;3;0;0;19
olijfolie;2026-02-08;10;82;9;0;0;0;0;19
feta;2026-02-08;100;297;25;2;17;2;0;19
geraspte_wortelen;2026-02-08;125;43;0;7;1;0;4;19
veldsla;2026-02-08;50;15;0;2;1;0;1;19
rucola;2026-02-08;50;18;0;2;1;0;1;19
zwarte_bonen;2026-02-08;63;67;1;8;5;0;4;19
appel;2026-02-08;1x;95;0;25;1;0;4;20
peer;2026-02-08;1x;100;0;27;1;0;6;21
appel;2026-02-08;1x;95;0;25;1;0;4;22
mandarijn;2026-02-08;3x;150;1;39;2;0;5;22
Monday;;;;;;;;;
Cottage_danone;2026-02-09;200;176;7;3;24;2;0;8
tomatensoep_2_count;2026-02-09;1x;108;6;13;3;0;4;11
avocado;2026-02-09;1x;320;30;17;4;0;13;12
mandarijn;2026-02-09;1x;50;0;13;1;0;2;15
proteine;2026-02-09;60;225;1;2;45;1;5;17
cacao;2026-02-09;5;17;1;1;1;0;2;17
gemengde_sla;2026-02-09;200;34;0;5;2;0;4;19
rucola;2026-02-09;50;18;0;2;1;0;1;19
pijnboompitten;2026-02-09;10;70;7;1;1;0;0;19
zonnebloem;2026-02-09;10;65;6;1;2;0;1;19
pompoenpit;2026-02-09;10;60;5;1;3;0;1;19
sesamzaad;2026-02-09;10;63;6;1;3;0;0;19
olijfolie;2026-02-09;10;82;9;0;0;0;0;19
parmigiano;2026-02-09;20;80;6;0;6;0;0;19
halvecitroensap_count;2026-02-09;1x;9;0;3;0;0;1;19
tomatensoep_2_count;2026-02-09;1x;108;6;13;3;0;4;19
wortel;2026-02-09;1x;25;0;6;1;0;2;19
zwarte_bonen;2026-02-09;63;67;1;8;5;0;4;19
ei_count;2026-02-09;2x;140;10;1;12;0;0;19
appel;2026-02-09;1x;95;0;25;1;0;4;20
peer;2026-02-09;1x;100;0;27;1;0;6;21
mandarijn;2026-02-09;2x;100;1;26;2;0;3;22
Tuesday;;;;;;;;;
tomatensoep_2_count;2026-02-10;1x;108;6;13;3;0;4;11
avocado;2026-02-10;1x;320;30;17;4;0;13;13
avocado;2026-02-10;1x;320;30;17;4;0;13;16
ei_count;2026-02-10;4x;280;20;2;24;1;0;18
notenmix;2026-02-10;10;62;6;2;2;0;1;18
kikkererwten;2026-02-10;220;308;6;39;17;0;16;19
avocado;2026-02-10;1x;320;30;17;4;0;13;20
mandarijn;2026-02-10;1x;50;0;13;1;0;2;21
mandarijn;2026-02-10;1x;50;0;13;1;0;2;22
Wednesday;;;;;;;;;
wortelsoep_1;2026-02-11;1x;99;1;60;5;1;1;9
wortelsoep_1;2026-02-11;1x;99;1;60;5;1;1;11
ei_count;2026-02-11;3x;210;15;1;18;1;0;12
avocado;2026-02-11;1x;320;30;17;4;0;13;12
Cottage_danone;2026-02-11;200;176;7;3;24;2;0;14
wortelsoep_1;2026-02-11;1x;99;1;60;5;1;1;16
kikkererwten;2026-02-11;220;308;6;39;17;0;16;19
wortelsoep_1;2026-02-11;1x;99;1;60;5;1;1;19
avocado;2026-02-11;1x;320;30;17;4;0;13;20
mandarijn;2026-02-11;1x;50;0;13;1;0;2;21
mandarijn;2026-02-11;1x;50;0;13;1;0;2;22
Thursday;;;;;;;;;
avocado;2026-02-12;1x;320;30;17;4;0;13;8
wortelsoep_1;2026-02-12;1x;99;1;60;5;1;1;10
ei_count;2026-02-12;3x;210;15;1;18;1;0;12
avocado;2026-02-12;1x;320;30;17;4;0;13;14
notenmix;2026-02-12;25;156;15;5;4;0;2;14
wortelsoep_1;2026-02-12;1x;99;1;60;5;1;1;16
proteine;2026-02-12;50;188;1;2;38;0;4;17
cacao;2026-02-12;5;17;1;1;1;0;2;17
kikkererwten;2026-02-12;220;308;6;39;17;0;16;19
avocado;2026-02-12;1x;320;30;17;4;0;13;20
notenmix;2026-02-12;50;311;29;9;8;0;4;21
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
